Gene,logFC,p_value,adj_p,ID,Gene symbol,Gene title
234471_s_at,0.0936198876742113,0.00213381437337,0.0087690275343848,234471_s_at,NCOA5,nuclear receptor coactivator 5
208581_x_at,-1.4396513321091646,0.0021353944740779,0.0087748603373511,208581_x_at,MT1X,metallothionein 1X
205201_at,0.6482920868393709,0.0021399419868775,0.0087928851691479,205201_at,GLI3,GLI family zinc finger 3
218540_at,-0.8164478511934412,0.0021404596239695,0.0087943500313636,218540_at,THTPA,thiamine triphosphatase
229131_at,0.2352317531747729,0.0021427650903739,0.0088031596437727,229131_at,EXD2,exonuclease 3'-5' domain containing 2
200987_x_at,-0.8947711828410663,0.0021430320271555,0.008803593633157,200987_x_at,PSME3,proteasome activator subunit 3
212206_s_at,-0.7371383889621033,0.0021483238054043,0.0088246680947664,212206_s_at,H2AFV,H2A histone family member V
231852_at,-0.4403476890904985,0.0021490002081024,0.0088261885229141,231852_at,ERI1,exoribonuclease 1
1559261_a_at,-0.4202968676001153,0.0021490173744664,0.0088261885229141,1559261_a_at,PKD1L2,polycystin 1 like 2 (gene/pseudogene)
226510_at,-1.4234816116968316,0.0021497036641917,0.0088283428358105,226510_at,HEATR5A,HEAT repeat containing 5A
226687_at,0.3740256200661758,0.0021516714316607,0.0088357591654963,226687_at,PRPF40A,pre-mRNA processing factor 40 homolog A
206838_at,0.2389697683314455,0.0021520187172726,0.008836520431088,206838_at,TBX19,T-box 19
236399_at,0.3483227151572423,0.0021533180685628,0.0088411906164215,236399_at,LOC101927851,uncharacterized LOC101927851
218601_at,0.7688754099061095,0.0021555326973747,0.0088493190068448,218601_at,URGCP,upregulator of cell proliferation
213099_at,0.4355961518727369,0.0021556220560289,0.0088493190068448,213099_at,ANGEL1,angel homolog 1
229447_x_at,0.4642539934541894,0.0021560435190899,0.0088503835159754,229447_x_at,NBPF10///NBPF8///NBPF11,neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 11
205750_at,-1.0274112886165154,0.0021582017960231,0.0088585768086896,205750_at,BPHL,biphenyl hydrolase like
1560031_at,0.3605110861136844,0.0021595491411994,0.0088634405608003,1560031_at,FRMD4A,FERM domain containing 4A
221499_s_at,0.551310358738692,0.0021602554083865,0.0088656726020248,221499_s_at,STX16,syntaxin 16
206614_at,-0.6560202722070119,0.0021605312768417,0.0088661380871237,206614_at,GDF5,growth differentiation factor 5
214996_at,0.3279297997166313,0.0021631760210518,0.008876323889406,214996_at,,
238108_at,0.8568967922895947,0.0021634459532643,0.0088767641469864,238108_at,,
222275_at,0.8919280743116449,0.0021638498404916,0.0088777539234904,222275_at,MRPS30,mitochondrial ribosomal protein S30
229845_at,0.92844938170475,0.0021651853641529,0.0088825655434533,229845_at,MAPKAP1,mitogen-activated protein kinase associated protein 1
222030_at,0.3844436864157248,0.0021655245033599,0.0088832891295664,222030_at,SIVA1,SIVA1 apoptosis inducing factor
215310_at,0.1955660654293005,0.0021669060412265,0.0088882883529313,215310_at,APC,"APC, WNT signaling pathway regulator"
225553_at,-1.29225842198756,0.0021673378201957,0.0088893913645797,225553_at,CNIH1,cornichon family AMPA receptor auxiliary protein 1
210203_at,-0.3519420905565606,0.0021678552007961,0.0088908452813533,210203_at,CNOT4,CCR4-NOT transcription complex subunit 4
219666_at,-1.2922923427878938,0.0021685868442107,0.0088931776519782,219666_at,MS4A6A,membrane spanning 4-domains A6A
213885_at,0.5322521471142538,0.0021694687353637,0.0088961257781682,213885_at,TRIM3,tripartite motif containing 3
212667_at,-1.9124066577415189,0.0021722229847978,0.0089067506789333,212667_at,SPARC,secreted protein acidic and cysteine rich
209704_at,0.8534354083902702,0.0021728138977086,0.0089085043361657,209704_at,MTF2,metal response element binding transcription factor 2
202979_s_at,0.5824303855882311,0.0021748901797849,0.0089156775666576,202979_s_at,CREBZF,CREB/ATF bZIP transcription factor
223344_s_at,-1.046704510205882,0.0021747777425819,0.0089156775666576,223344_s_at,MS4A7,membrane spanning 4-domains A7
1558217_at,0.3755929751894791,0.002175148083838,0.008916065134645,1558217_at,SLFN13,schlafen family member 13
208625_s_at,0.5083923590876722,0.0021756197089679,0.0089173286344067,208625_s_at,EIF4G1,eukaryotic translation initiation factor 4 gamma 1
212135_s_at,-1.3656490202731906,0.0021776644021349,0.0089250390781799,212135_s_at,ATP2B4,ATPase plasma membrane Ca2+ transporting 4
1558330_x_at,0.1251385587222864,0.0021783103464344,0.0089270160983665,1558330_x_at,TONSL,"tonsoku-like, DNA repair protein"
235485_at,0.0488762590723932,0.0021796798685333,0.008930616886471,235485_at,WDR44,WD repeat domain 44
231839_at,-0.2571801604457011,0.0021795556698692,0.008930616886471,231839_at,PDE12,phosphodiesterase 12
238525_at,0.1747758207562193,0.00217965649187,0.008930616886471,238525_at,DDX56,DEAD-box helicase 56
225985_at,-0.8307303730333722,0.0021799722700643,0.0089311444623813,225985_at,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1
224870_at,1.2573506410497766,0.0021810334197912,0.0089348212128491,224870_at,DANCR,differentiation antagonizing non-protein coding RNA
229835_s_at,-0.5837352454915159,0.0021825202839446,0.0089402412621898,229835_s_at,PRELID3B,PRELI domain containing 3B
209712_at,0.5441091553687771,0.0021830659988313,0.0089418055647439,209712_at,SLC35D1,solute carrier family 35 member D1
204180_s_at,0.564006025479638,0.0021844955060885,0.008946318018069,204180_s_at,ZBTB43,zinc finger and BTB domain containing 43
227607_at,-1.2843376015446797,0.0021843533537006,0.008946318018069,227607_at,STAMBPL1,STAM binding protein like 1
227905_s_at,-0.8842401810610845,0.0021866310463994,0.0089543919478867,227905_s_at,AZI2,5-azacytidine induced 2
210002_at,-1.1316382606165163,0.0021895707571258,0.008965757547691,210002_at,GATA6,GATA binding protein 6
242961_x_at,0.8000989731250003,0.0021906960444441,0.0089696923788233,242961_x_at,DDX58,DEXD/H-box helicase 58
202008_s_at,-0.6579981837307747,0.0021921259621705,0.0089748738196164,202008_s_at,NID1,nidogen 1
237215_s_at,0.0254931920938852,0.002192481674944,0.0089756568659445,237215_s_at,TFRC,transferrin receptor
204361_s_at,-0.961774781615384,0.0021951690397456,0.0089859844761325,204361_s_at,SKAP2,src kinase associated phosphoprotein 2
1561596_at,0.3358776078699108,0.0021966108127719,0.0089904193927761,1561596_at,,
243985_at,0.3596115478670825,0.0021967466062416,0.0089904193927761,243985_at,GTF2A2,general transcription factor IIA subunit 2
205990_s_at,1.0855196361368795,0.0021965242248588,0.0089904193927761,205990_s_at,WNT5A,Wnt family member 5A
219764_at,0.3638127086216074,0.0021969687289914,0.0089906542895421,219764_at,FZD10,frizzled class receptor 10
217220_at,-0.4490847349717231,0.0021984992203112,0.0089955685542669,217220_at,LOC100287387,uncharacterized LOC100287387
205160_at,-1.303673159394794,0.0021983970121404,0.0089955685542669,205160_at,PEX11A,peroxisomal biogenesis factor 11 alpha
1552785_at,-0.6381066137262428,0.0022016466935277,0.0090077717305885,1552785_at,ZNF781,zinc finger protein 781
201320_at,-0.4869143400045264,0.0022051285763038,0.009021341171283,201320_at,SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
229035_s_at,0.8136416497794121,0.0022063607493525,0.0090257055418162,229035_s_at,KLHDC4,kelch domain containing 4
242043_s_at,0.1875164406917409,0.0022068126056554,0.0090268774041869,242043_s_at,,
224702_at,-0.7348656065056574,0.0022095777101424,0.0090375106296362,224702_at,TMEM167A,transmembrane protein 167A
235350_at,-1.3137147279966055,0.0022126965122278,0.0090495888303397,235350_at,C4orf19,chromosome 4 open reading frame 19
236548_at,-0.61763426238462,0.0022166106232236,0.0090649176685841,236548_at,GIPC2,GIPC PDZ domain containing family member 2
227666_at,0.0705615920480786,0.0022169487876626,0.0090656213292754,227666_at,DCLK2,doublecortin like kinase 2
239158_at,0.2332003648535061,0.0022179572119088,0.009069065528077,239158_at,,
206355_at,-0.8558009726368834,0.002218835569052,0.0090719774157834,206355_at,GNAL,G protein subunit alpha L
227325_at,0.7204706229276026,0.0022205262520382,0.0090782099108609,227325_at,INAFM1,InaF motif containing 1
225095_at,0.7565781677143644,0.0022208910978905,0.0090790214389759,225095_at,SPTLC2,serine palmitoyltransferase long chain base subunit 2
218700_s_at,-1.0354831466176484,0.0022237466345552,0.0090900140478873,218700_s_at,RAB29,"RAB29, member RAS oncogene family"
204252_at,0.5565524304456995,0.0022250801106695,0.0090947837459923,204252_at,CDK2,cyclin dependent kinase 2
231297_at,0.3190911728563366,0.0022259495176841,0.009097656037568,231297_at,DOT1L,DOT1 like histone lysine methyltransferase
213964_x_at,0.0196667051917374,0.0022269119246087,0.0090995452521691,213964_x_at,RPARP-AS1,RPARP antisense RNA 1
211828_s_at,0.4105511486504514,0.0022267492594471,0.0090995452521691,211828_s_at,TNIK,TRAF2 and NCK interacting kinase
221705_s_at,0.5254266169581463,0.0022268527131475,0.0090995452521691,221705_s_at,SIKE1,suppressor of IKBKE 1
241785_at,0.0476641216759019,0.0022278479054309,0.0091026883388616,241785_at,,
1556643_at,0.592205991820701,0.0022287280047584,0.0091056026477814,1556643_at,,
204872_at,-0.6588139684700192,0.0022296530031737,0.0091086999446272,204872_at,TLE4,transducin like enhancer of split 4
203729_at,-1.0042309268557703,0.0022316095773319,0.0091153284778625,203729_at,EMP3,epithelial membrane protein 3
225116_at,-1.259148410582581,0.002231505676567,0.0091153284778625,225116_at,HIPK2,homeodomain interacting protein kinase 2
232285_at,0.0397397123749949,0.0022331065217889,0.0091207603721259,232285_at,,
221035_s_at,0.5409869836928731,0.0022339770868651,0.0091236333002106,221035_s_at,TEX14,"testis expressed 14, intercellular bridge forming factor"
201290_at,-0.4337973106278365,0.0022349363158824,0.0091261850355041,201290_at,SEC11A,"SEC11 homolog A, signal peptidase complex subunit"
205086_s_at,0.2379967068970527,0.0022347976739954,0.0091261850355041,205086_s_at,NCAPH2,non-SMC condensin II complex subunit H2
235399_at,0.2365370444954755,0.002236155793197,0.009130481561824,235399_at,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit"
232224_at,-1.0582983707873357,0.0022370149367422,0.0091333062711293,232224_at,MASP1,mannan binding lectin serine peptidase 1
239960_x_at,-1.2210888219451377,0.0022373720811176,0.0091333979667405,239960_x_at,LYRM7,LYR motif containing 7
207141_s_at,0.2898428255000009,0.0022373332488294,0.0091333979667405,207141_s_at,KCNJ3,potassium voltage-gated channel subfamily J member 3
1564236_at,0.1315135933393643,0.0022377593430548,0.0091342956536228,1564236_at,,
232330_at,0.7062064525791838,0.0022382311354546,0.0091355382247964,232330_at,COA1,cytochrome c oxidase assembly factor 1 homolog
231582_at,0.2941468299411736,0.0022385137069702,0.0091360083461248,231582_at,CDHR3,cadherin related family member 3
212090_at,0.4413101888687798,0.002240725045948,0.0091442106039349,212090_at,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1
234884_x_at,0.7141211820893636,0.0022408585138538,0.0091442106039349,234884_x_at,CKAP2///IGLV@///IGLC1,cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
32402_s_at,0.0654217605130114,0.0022410737409292,0.0091444051813829,32402_s_at,SYMPK,symplekin
201970_s_at,0.7283499054790727,0.0022422206697876,0.0091484011315199,201970_s_at,NASP,nuclear autoantigenic sperm protein
236382_at,0.5387873569587125,0.002243033731503,0.0091510343871808,236382_at,WRAP73,"WD repeat containing, antisense to TP73"
201403_s_at,-1.482437970843888,0.002243523114556,0.0091523468173523,201403_s_at,MGST3,microsomal glutathione S-transferase 3
203152_at,-0.7628673912415147,0.0022439213134843,0.0091532870978071,203152_at,MRPL40,mitochondrial ribosomal protein L40
212690_at,-1.1358445251838258,0.0022485879823339,0.0091716376569618,212690_at,DDHD2,DDHD domain containing 2
38766_at,0.1400544740882336,0.0022564319561542,0.0092029442336677,38766_at,TMEM265///SRCAP,transmembrane protein 265///Snf2-related CREBBP activator protein
200690_at,-0.8328491906866518,0.0022579717914338,0.0092085363823257,200690_at,HSPA9,heat shock protein family A (Hsp70) member 9
209544_at,0.2393281732036181,0.0022583250780428,0.0092092890342572,209544_at,RIPK2,receptor interacting serine/threonine kinase 2
239240_at,-0.8122780343636862,0.0022593753056067,0.0092121951893552,239240_at,,
228226_s_at,0.351747374633482,0.0022592319327252,0.0092121951893552,228226_s_at,ZNF775,zinc finger protein 775
212771_at,-1.1217187022109698,0.0022614155246942,0.0092198250483517,212771_at,FAM171A1,family with sequence similarity 171 member A1
224252_s_at,0.9225006426606336,0.0022660317291869,0.0092379553142587,224252_s_at,FXYD5,FXYD domain containing ion transport regulator 5
37254_at,0.625427017574661,0.002268487839279,0.0092472774501465,37254_at,ZNF133,zinc finger protein 133
208931_s_at,0.6555074802601775,0.0022696217668356,0.0092512088433251,208931_s_at,ILF3,interleukin enhancer binding factor 3
222402_at,-0.7092384500622186,0.0022709781451337,0.0092560463134386,222402_at,POMP,proteasome maturation protein
218247_s_at,0.5576298414756771,0.002273419894265,0.0092653064821604,218247_s_at,MEX3C,mex-3 RNA binding family member C
235836_at,-0.782727301845592,0.002274941944428,0.0092708173213574,235836_at,MXRA7,matrix remodeling associated 7
229167_at,-0.4035931242081458,0.002275358521822,0.0092718226640677,229167_at,PURA,purine rich element binding protein A
1555575_a_at,0.6019657835367624,0.0022777679006897,0.0092809476858341,1555575_a_at,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1
225771_at,0.380368123793545,0.0022783195451571,0.0092818095435642,225771_at,AP1G1,adaptor related protein complex 1 gamma 1 subunit
201091_s_at,0.5710771527788392,0.0022782683341206,0.0092818095435642,201091_s_at,CBX3,chromobox 3
201324_at,-2.217121242830318,0.0022825801333472,0.0092984729883532,201324_at,EMP1,epithelial membrane protein 1
221631_at,0.3471468327200226,0.0022848408315823,0.0093069876667612,221631_at,CACNA1I,calcium voltage-gated channel subunit alpha1 I
244648_at,0.9426474635401564,0.0022853179696883,0.0093082365274344,244648_at,,
228894_at,0.3172577546578052,0.0022855970859154,0.0093086787069755,228894_at,NR6A1,nuclear receptor subfamily 6 group A member 1
226985_at,-0.5732867042816734,0.002288113508174,0.0093182321416679,226985_at,FGD5,"FYVE, RhoGEF and PH domain containing 5"
222175_s_at,0.6424626199027168,0.0022884900656389,0.0093190703045967,222175_s_at,MED15,mediator complex subunit 15
215188_at,0.1052513415865354,0.0022889663197404,0.0093203142916377,215188_at,STK24,serine/threonine kinase 24
204845_s_at,-0.6745673839966098,0.0022891987935441,0.0093205655317305,204845_s_at,ENPEP,glutamyl aminopeptidase
228750_at,-1.4455556779587084,0.0022917578733138,0.0093302888980753,228750_at,COL14A1,collagen type XIV alpha 1 chain
238065_at,0.2929433283619915,0.0022924109758319,0.0093322517080579,238065_at,TPM3,tropomyosin 3
215356_at,0.3778820385294072,0.0022929276846069,0.0093336590168678,215356_at,TDRD12,tudor domain containing 12
212204_at,0.6562147885509049,0.0022939285840493,0.0093370369295868,212204_at,TMEM87A,transmembrane protein 87A
214120_at,0.0891451859440004,0.002295531354965,0.0093428639688766,214120_at,RFPL1S,RFPL1 antisense RNA 1
229443_at,0.085282629960973,0.0022957233023191,0.0093429484838772,229443_at,UQCC2,ubiquinol-cytochrome c reductase complex assembly factor 2
240857_at,-0.683398457056001,0.0022961133274292,0.0093438390469551,240857_at,DNAH9,dynein axonemal heavy chain 9
219907_at,0.0423045669326911,0.0022999575647307,0.0093587850537121,219907_at,FRS3,fibroblast growth factor receptor substrate 3
207691_x_at,0.2704260830972855,0.0023004046669322,0.0093598754859032,207691_x_at,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
219439_at,-0.4425783951419735,0.0023005685271513,0.0093598754859032,219439_at,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
217627_at,0.8292731894604062,0.0023012189041152,0.0093618236857264,217627_at,ZNF573,zinc finger protein 573
210283_x_at,-1.128615632483596,0.0023045676847428,0.0093747484285293,210283_x_at,PAIP1,poly(A) binding protein interacting protein 1
209247_s_at,0.5833665645333737,0.0023068111332487,0.0093831752005948,209247_s_at,ABCF2,ATP binding cassette subfamily F member 2
228261_at,0.5272320723682125,0.0023104639514135,0.0093973330355614,228261_at,MIB2,mindbomb E3 ubiquitin protein ligase 2
219086_at,0.310678081645364,0.0023117821178413,0.0094019937563088,219086_at,ZNF839,zinc finger protein 839
230593_at,0.5642339313540736,0.0023136133504609,0.0094087402618886,230593_at,GRIK3,glutamate ionotropic receptor kainate type subunit 3
219958_at,0.1830751824756782,0.0023169946303887,0.0094217888490527,219958_at,TMEM74B,transmembrane protein 74B
224644_at,-0.970965881479076,0.0023201300363979,0.0094338357488315,224644_at,FGD5-AS1,FGD5 antisense RNA 1
1558546_at,0.4472262779756768,0.0023223376334584,0.0094421085888357,1558546_at,DNASE1,deoxyribonuclease 1
235343_at,0.6962961014598426,0.0023226876808353,0.0094428283748464,235343_at,VASH2,vasohibin 2
1560305_x_at,0.076519948016398,0.0023234180132658,0.0094450939778069,1560305_x_at,FKBP4,FK506 binding protein 4
202244_at,0.4216447386753348,0.0023242638742245,0.0094478288516646,202244_at,PSMB4,proteasome subunit beta 4
221276_s_at,-1.4487614549575802,0.0023254468387378,0.0094519334980243,221276_s_at,SYNC,"syncoilin, intermediate filament protein"
240612_at,0.1617962302482998,0.0023266663528317,0.0094561860802147,240612_at,,
209958_s_at,-0.6748986345384611,0.0023273408664463,0.009458223168263,209958_s_at,BBS9,Bardet-Biedl syndrome 9
228096_at,-0.5522129018127817,0.0023275176371751,0.0094582372957623,228096_at,MINOS1,mitochondrial inner membrane organizing system 1
222495_at,-0.6430298694943435,0.0023285558910176,0.0094617519338781,222495_at,TMEM167B,transmembrane protein 167B
226517_at,-1.2551135997816747,0.0023291816475916,0.0094635900501679,226517_at,BCAT1,branched chain amino acid transaminase 1
203079_s_at,-0.4789631741589355,0.0023300139746705,0.0094662671373784,203079_s_at,CUL2,cullin 2
210275_s_at,-0.7914190192087069,0.0023340832380007,0.0094820937139443,210275_s_at,ZFAND5,zinc finger AN1-type containing 5
233263_at,0.4625258695180978,0.0023356730548881,0.0094878460600433,233263_at,,
1555194_at,0.0933629827092725,0.0023372463924009,0.0094921177804043,1555194_at,,
203584_at,-0.8650404546069002,0.0023371614634424,0.0094921177804043,203584_at,EMC2,ER membrane protein complex subunit 2
1558109_x_at,-0.3071151504309988,0.0023370531858469,0.0094921177804043,1558109_x_at,LOC283788,FSHD region gene 1 pseudogene
229431_at,-0.5595449246108597,0.002338664243313,0.0094971693255791,229431_at,RFXAP,regulatory factor X associated protein
226333_at,-0.8767349791990933,0.0023408228866168,0.0095052282068789,226333_at,IL6R,interleukin 6 receptor
226023_at,0.1436956552867636,0.002343535537875,0.0095155353460558,226023_at,MAP2K7,mitogen-activated protein kinase kinase 7
206435_at,0.104034334701919,0.0023448545690988,0.009520182810894,206435_at,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1"
1562321_at,-1.222352313511316,0.0023458899451789,0.0095229696777924,1562321_at,PDK4,pyruvate dehydrogenase kinase 4
234722_x_at,0.3483535508252218,0.0023458064662228,0.0095229696777924,234722_x_at,OBP2B,odorant binding protein 2B
223886_s_at,-0.6673017063450253,0.0023520442970653,0.0095472427256827,223886_s_at,RNF146,ring finger protein 146
226487_at,0.2185410275639179,0.0023531706120234,0.0095511042488011,226487_at,FAM222A,family with sequence similarity 222 member A
214687_x_at,0.6782895438093952,0.0023538082800673,0.0095529820135185,214687_x_at,ALDOA,"aldolase, fructose-bisphosphate A"
235389_at,0.1409283535995471,0.0023557090486481,0.0095589201175714,235389_at,PHF20,PHD finger protein 20
201814_at,-0.6675975085113146,0.0023557968174838,0.0095589201175714,201814_at,TBC1D5,TBC1 domain family member 5
204263_s_at,-0.6942958367019223,0.0023556975043239,0.0095589201175714,204263_s_at,CPT2,carnitine palmitoyltransferase 2
208694_at,0.8191052116691226,0.0023581394146596,0.0095677141772754,208694_at,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
206666_at,0.7402739782471746,0.0023588882966178,0.0095700412057613,206666_at,GZMK,granzyme K
213011_s_at,0.5073979139536124,0.00236280343556,0.0095852124802611,213011_s_at,TPI1,triosephosphate isomerase 1
213248_at,0.6360027579112009,0.0023639137875611,0.0095890041331325,213248_at,LOC730101,uncharacterized LOC730101
219309_at,-0.4136021812692312,0.002364333648049,0.0095899945137388,219309_at,C22orf46,chromosome 22 open reading frame 46
239083_at,0.4443665131408387,0.0023653924599234,0.0095935762109059,239083_at,ZNF786,zinc finger protein 786
227566_at,-1.8578433465169704,0.0023668463345119,0.0095987595550103,227566_at,LOC102725271///NTM,neurotrimin-like///neurotrimin
214463_x_at,0.9153560623173104,0.002367420361344,0.0096003741661192,214463_x_at,HIST1H4J,"histone cluster 1, H4j"
203654_s_at,0.6460365349598423,0.0023734298011909,0.0096240286121249,203654_s_at,COIL,coilin
214786_at,0.8316205618518095,0.0023747326101414,0.0096285960277031,214786_at,MAP3K1,mitogen-activated protein kinase kinase kinase 1
239034_at,0.1613284987228485,0.0023761629769795,0.0096336799227875,239034_at,LINC01560,long intergenic non-protein coding RNA 1560
228023_x_at,0.3626078445328069,0.0023779587597481,0.0096402444587605,228023_x_at,ACTG1P4///RNPC3///AMY2B,"actin gamma 1 pseudogene 4///RNA binding region (RNP1, RRM) containing 3///amylase, alpha 2B (pancreatic)"
203482_at,0.5972419858399309,0.0023790511722653,0.0096439567684989,203482_at,SLF2,SMC5-SMC6 complex localization factor 2
241891_at,0.9392234877149308,0.0023806769286612,0.009649830381686,241891_at,,
217877_s_at,0.387830460053733,0.0023810373153169,0.0096505744566081,217877_s_at,GPBP1L1,GC-rich promoter binding protein 1 like 1
241561_at,0.1442470550458128,0.0023871731461328,0.0096747251164166,241561_at,,
228496_s_at,-1.448319709266407,0.0023885351397093,0.0096795262392485,228496_s_at,CRIM1,cysteine rich transmembrane BMP regulator 1
236308_at,0.4401580284140221,0.0023891931902449,0.0096814741354503,236308_at,VSTM2A,V-set and transmembrane domain containing 2A
235278_at,-1.260822412794118,0.0023928914413233,0.0096957403100212,235278_at,MACROD2,MACRO domain containing 2
222592_s_at,-0.5731482042822371,0.0023938510829286,0.0096989086374554,222592_s_at,ACSL5,acyl-CoA synthetase long-chain family member 5
218239_s_at,0.473070607966628,0.0023943892749435,0.0096996490935308,218239_s_at,GTPBP4,GTP binding protein 4
206559_x_at,-0.1924616257692246,0.0023942450866593,0.0096996490935308,206559_x_at,,
213571_s_at,0.4086936815559951,0.0023962130917709,0.0097063169315544,213571_s_at,EIF4E2,eukaryotic translation initiation factor 4E family member 2
212512_s_at,0.6733426444111963,0.0023973687557946,0.0097102775007433,212512_s_at,CARM1,coactivator associated arginine methyltransferase 1
224658_x_at,-0.2704005959394813,0.0023983438941099,0.0097131975040332,224658_x_at,PACS1,phosphofurin acidic cluster sorting protein 1
202609_at,-1.6252562716323506,0.0023984456065859,0.0097131975040332,202609_at,EPS8,epidermal growth factor receptor pathway substrate 8
1556182_x_at,-0.5227427325718361,0.0023992730596639,0.0097158275948506,1556182_x_at,ANKRD65,ankyrin repeat domain 65
232392_at,0.7633093065622196,0.0023997310026677,0.0097169610797986,232392_at,SRSF3,serine and arginine rich splicing factor 3
229679_at,-0.7599823660033946,0.0024004654511795,0.0097192139361964,229679_at,LOC101060443///C12orf76,uncharacterized LOC101060443///chromosome 12 open reading frame 76
213955_at,0.1274190607545211,0.0024012428348935,0.0097210263732755,213955_at,MYOZ3,myozenin 3
232209_x_at,0.538604468618777,0.002401269308058,0.0097210263732755,232209_x_at,HM13,histocompatibility minor 13
221108_at,0.0221668410288415,0.002402964229154,0.0097271664068085,221108_at,DRICH1,aspartate rich 1
230164_at,0.4330708128670784,0.0024038871583131,0.0097301807485592,230164_at,ZNF621,zinc finger protein 621
1567222_x_at,-0.5312196634038493,0.0024050804740647,0.0097342890021491,1567222_x_at,ELOVL5,ELOVL fatty acid elongase 5
44696_at,-0.4036922371493192,0.0024053194993162,0.009734534550881,44696_at,TBC1D13,TBC1 domain family member 13
228571_at,0.6591528291623314,0.0024073247834268,0.0097419277344595,228571_at,RBAK,RB associated KRAB zinc finger
234609_at,0.3532842766210411,0.0024076480516779,0.0097425135685447,234609_at,,
226054_at,0.6729442481662913,0.0024081149145173,0.0097436803261503,226054_at,BRD4,bromodomain containing 4
230625_s_at,0.1514433794869867,0.0024089844837402,0.0097464762148301,230625_s_at,TSPAN12,tetraspanin 12
1553279_at,-0.6664075355820107,0.0024096316544984,0.0097478157025532,1553279_at,BTNL9,butyrophilin like 9
224505_s_at,0.4127652495582556,0.0024096727579993,0.0097478157025532,224505_s_at,PLCD4,phospholipase C delta 4
1557803_at,0.5557665331018087,0.0024102518221182,0.009749435573956,1557803_at,,
222630_at,0.4070023332607437,0.0024112512970924,0.0097527556353939,222630_at,RFX7,regulatory factor X7
204090_at,0.291675414963235,0.0024133172292208,0.0097603883700365,204090_at,STK19,serine/threonine kinase 19
242406_at,0.2463556103031643,0.0024146165956495,0.0097649199150829,242406_at,,
214965_at,0.6462456361430977,0.002415235952332,0.0097667009737224,214965_at,SPATA2L,spermatogenesis associated 2 like
214918_at,0.6012294990243192,0.0024188928227847,0.0097807639187114,214918_at,HNRNPM,heterogeneous nuclear ribonucleoprotein M
207843_x_at,-1.6212595780067858,0.0024194050192065,0.0097821102706328,207843_x_at,CYB5A,cytochrome b5 type A
222716_s_at,0.5454710531973959,0.0024219487282236,0.0097916696027938,222716_s_at,SNX24,sorting nexin 24
231533_at,0.1347651800525984,0.0024229195681107,0.0097945071397354,231533_at,,
1568598_at,0.1427318337177632,0.0024230094981715,0.0097945071397354,1568598_at,KAZALD1,Kazal type serine peptidase inhibitor domain 1
232253_at,0.4319245853716071,0.0024258450375147,0.0098052430054444,232253_at,C5orf56,chromosome 5 open reading frame 56
209860_s_at,-0.5604620221713752,0.0024264771190653,0.0098070715848244,209860_s_at,ANXA7,annexin A7
218558_s_at,-0.6560401095820145,0.0024271470803656,0.009809052980324,218558_s_at,MRPL39,mitochondrial ribosomal protein L39
217963_s_at,-0.7005613168093898,0.002428447093776,0.00981358018149,217963_s_at,BEX3,brain expressed X-linked 3
243591_at,-0.705344532983597,0.0024297340775735,0.0098166005048402,243591_at,,
244842_x_at,0.6571610266521484,0.0024295772414112,0.0098166005048402,244842_x_at,,
226943_at,0.4052587792477364,0.0024295628261013,0.0098166005048402,226943_at,C12orf73,chromosome 12 open reading frame 73
219731_at,0.2115159311934409,0.0024307583103333,0.0098200116816937,219731_at,ENTPD1-AS1,ENTPD1 antisense RNA 1
234359_at,0.1601858801052054,0.0024318448563879,0.0098236740742208,234359_at,LOC105378948,uncharacterized LOC105378948
208843_s_at,0.6800202335576913,0.002432991235605,0.0098275776086506,208843_s_at,GORASP2,golgi reassembly stacking protein 2
1558275_at,0.4941512973048647,0.0024338800738273,0.0098304403573909,1558275_at,,
227012_at,0.428020286009052,0.0024341304736349,0.009830562949079,227012_at,SLC25A40,solute carrier family 25 member 40
209060_x_at,0.7851221472618777,0.0024342706582532,0.009830562949079,209060_x_at,NCOA3,nuclear receptor coactivator 3
234269_at,0.3238943716029392,0.0024349904344388,0.0098327421516156,234269_at,,
204593_s_at,-0.5618340829524886,0.0024356072255762,0.0098345051982487,204593_s_at,MIEF1,mitochondrial elongation factor 1
218126_at,-0.6145808462415152,0.0024374486127684,0.0098399865761907,218126_at,RMDN3,regulator of microtubule dynamics 3
210392_x_at,0.0764905612409481,0.0024376858956132,0.0098399865761907,210392_x_at,NR6A1,nuclear receptor subfamily 6 group A member 1
213875_x_at,-0.8497406468931006,0.0024375817885051,0.0098399865761907,213875_x_at,C6orf62,chromosome 6 open reading frame 62
